+----------+---------------------+-------------+------------------+--------------------+------------+---------+----------+------------+
, order_id , order_date          , customer_id , city             , province           , product_id , brand   , quantity , item_price ,
,  1612339 , 2019-01-01 00:00:00 ,       18055 , Jakarta Selatan  , DKI Jakarta        , P4060      , BRAND_W ,        6 ,    2795000 ,
,  1612339 , 2019-01-01 00:00:00 ,       18055 , Jakarta Selatan  , DKI Jakarta        , P4009      , BRAND_W ,        6 ,    1045000 ,
,  1612342 , 2019-01-01 00:00:00 ,       13963 , Jakarta Utara    , DKI Jakarta        , P1306      , BRAND_F ,        8 ,    1325000 ,
,  1612342 , 2019-01-01 00:00:00 ,       13963 , Jakarta Utara    , DKI Jakarta        , P1305      , BRAND_F ,        4 ,    1325000 ,
,  1612342 , 2019-01-01 00:00:00 ,       13963 , Jakarta Utara    , DKI Jakarta        , P1307      , BRAND_F ,        8 ,    1325000 ,
,  1612342 , 2019-01-01 00:00:00 ,       13963 , Jakarta Utara    , DKI Jakarta        , P0708      , BRAND_C ,       12 ,     520000 ,
,  1612342 , 2019-01-01 00:00:00 ,       13963 , Jakarta Utara    , DKI Jakarta        , P0709      , BRAND_C ,       12 ,     520000 ,
,  1612342 , 2019-01-01 00:00:00 ,       13963 , Jakarta Utara    , DKI Jakarta        , P0704      , BRAND_C ,        6 ,    1045000 ,
,  1612342 , 2019-01-01 00:00:00 ,       13963 , Jakarta Utara    , DKI Jakarta        , P3599      , BRAND_S ,        4 ,    2095000 ,
,  1612345 , 2019-01-01 00:00:00 ,       17450 , Bogor            , Jawa Barat         , P0327      , BRAND_B ,        6 ,    2322000 ,
,  1612369 , 2019-01-01 00:00:00 ,       17450 , Bogor            , Jawa Barat         , P1742      , BRAND_H ,      402 ,     688000 ,
,  1612369 , 2019-01-01 00:00:00 ,       17450 , Bogor            , Jawa Barat         , P1741      , BRAND_H ,      378 ,    1136000 ,
,  1612372 , 2019-01-01 00:00:00 ,       17511 , Tangerang        , Banten             , P0517      , BRAND_B ,       72 ,     383000 ,
,  1612372 , 2019-01-01 00:00:00 ,       17511 , Tangerang        , Banten             , P2707      , BRAND_P ,       72 ,     383000 ,
,  1612372 , 2019-01-01 00:00:00 ,       17511 , Tangerang        , Banten             , P2928      , BRAND_R ,       12 ,    2235000 ,
,  1612372 , 2019-01-01 00:00:00 ,       17511 , Tangerang        , Banten             , P3362      , BRAND_S ,       96 ,     236000 ,
,  1612372 , 2019-01-01 00:00:00 ,       17511 , Tangerang        , Banten             , P2806      , BRAND_P ,       48 ,     590000 ,
,  1612372 , 2019-01-01 00:00:00 ,       17511 , Tangerang        , Banten             , P0525      , BRAND_B ,       96 ,     520000 ,
,  1612372 , 2019-01-01 00:00:00 ,       17511 , Tangerang        , Banten             , P3412      , BRAND_S ,       16 ,    1325000 ,
,  1612372 , 2019-01-01 00:00:00 ,       17511 , Tangerang        , Banten             , P2946      , BRAND_R ,       12 ,    2445000 ,
,  1612372 , 2019-01-01 00:00:00 ,       17511 , Tangerang        , Banten             , P2935      , BRAND_R ,       32 ,    1325000 ,
,  1612372 , 2019-01-01 00:00:00 ,       17511 , Tangerang        , Banten             , P1813      , BRAND_I ,       48 ,     660000 ,
,  1612372 , 2019-01-01 00:00:00 ,       17511 , Tangerang        , Banten             , P0792      , BRAND_C ,       48 ,     660000 ,
,  1612372 , 2019-01-01 00:00:00 ,       17511 , Tangerang        , Banten             , P0491      , BRAND_B ,       48 ,     450000 ,
,  1612372 , 2019-01-01 00:00:00 ,       17511 , Tangerang        , Banten             , P1469      , BRAND_F ,       16 ,    1199000 ,
,  1612372 , 2019-01-01 00:00:00 ,       17511 , Tangerang        , Banten             , P2866      , BRAND_R ,        6 ,    1045000 ,
,  1612372 , 2019-01-01 00:00:00 ,       17511 , Tangerang        , Banten             , P2494      , BRAND_P ,       40 ,     904000 ,
,  1612372 , 2019-01-01 00:00:00 ,       17511 , Tangerang        , Banten             , P4059      , BRAND_W ,       12 ,    1955000 ,
,  1612372 , 2019-01-01 00:00:00 ,       17511 , Tangerang        , Banten             , P2325      , BRAND_N ,       48 ,     604000 ,
,  1612372 , 2019-01-01 00:00:00 ,       17511 , Tangerang        , Banten             , P0255      , BRAND_A ,      160 ,     520000 ,
,  1612372 , 2019-01-01 00:00:00 ,       17511 , Tangerang        , Banten             , P4009      , BRAND_W ,       32 ,     904000 ,
,  1612375 , 2019-01-01 00:00:00 ,       17091 , Tangerang        , Banten             , P1685      , BRAND_H ,       12 ,     747000 ,
,  1612375 , 2019-01-01 00:00:00 ,       17091 , Tangerang        , Banten             , P1679      , BRAND_H ,       12 ,     747000 ,
,  1612375 , 2019-01-01 00:00:00 ,       17091 , Tangerang        , Banten             , P2964      , BRAND_R ,        4 ,    1325000 ,
,  1612375 , 2019-01-01 00:00:00 ,       17091 , Tangerang        , Banten             , P0116      , BRAND_A ,        6 ,     747000 ,
,  1612375 , 2019-01-01 00:00:00 ,       17091 , Tangerang        , Banten             , P1800      , BRAND_H ,        4 ,    1640000 ,
,  1612375 , 2019-01-01 00:00:00 ,       17091 , Tangerang        , Banten             , P1684      , BRAND_H ,       24 ,     747000 ,
,  1612375 , 2019-01-01 00:00:00 ,       17091 , Tangerang        , Banten             , P4025      , BRAND_W ,        4 ,    1325000 ,
,  1612375 , 2019-01-01 00:00:00 ,       17091 , Tangerang        , Banten             , P3006      , BRAND_R ,        6 ,    1745000 ,
,  1612375 , 2019-01-01 00:00:00 ,       17091 , Tangerang        , Banten             , P3132      , BRAND_S ,        6 ,    1745000 ,
,  1612375 , 2019-01-01 00:00:00 ,       17091 , Tangerang        , Banten             , P0791      , BRAND_C ,        3 ,    1745000 ,
,  1612375 , 2019-01-01 00:00:00 ,       17091 , Tangerang        , Banten             , P1945      , BRAND_K ,        4 ,    1325000 ,
,  1612375 , 2019-01-01 00:00:00 ,       17091 , Tangerang        , Banten             , P1251      , BRAND_E ,        4 ,    1500000 ,
,  1612375 , 2019-01-01 00:00:00 ,       17091 , Tangerang        , Banten             , P1683      , BRAND_H ,       12 ,     747000 ,
,  1612378 , 2019-01-01 00:00:00 ,       17470 , Jakarta Pusat    , DKI Jakarta        , P0041      , BRAND_A ,       12 ,     310000 ,
,  1612378 , 2019-01-01 00:00:00 ,       17470 , Jakarta Pusat    , DKI Jakarta        , P2760      , BRAND_P ,       12 ,     590000 ,
,  1612378 , 2019-01-01 00:00:00 ,       17470 , Jakarta Pusat    , DKI Jakarta        , P1329      , BRAND_F ,       12 ,     450000 ,
,  1612378 , 2019-01-01 00:00:00 ,       17470 , Jakarta Pusat    , DKI Jakarta        , P1700      , BRAND_H ,       24 ,     240000 ,
,  1612378 , 2019-01-01 00:00:00 ,       17470 , Jakarta Pusat    , DKI Jakarta        , P2641      , BRAND_P ,        8 ,     695000 ,
,  1612378 , 2019-01-01 00:00:00 ,       17470 , Jakarta Pusat    , DKI Jakarta        , P3484      , BRAND_S ,        6 ,     800000 ,
,  1612378 , 2019-01-01 00:00:00 ,       17470 , Jakarta Pusat    , DKI Jakarta        , P3122      , BRAND_S ,        6 ,     800000 ,
,  1612378 , 2019-01-01 00:00:00 ,       17470 , Jakarta Pusat    , DKI Jakarta        , P0040      , BRAND_A ,       12 ,     310000 ,
,  1612378 , 2019-01-01 00:00:00 ,       17470 , Jakarta Pusat    , DKI Jakarta        , P0931      , BRAND_C ,        4 ,    1395000 ,
,  1612378 , 2019-01-01 00:00:00 ,       17470 , Jakarta Pusat    , DKI Jakarta        , P2575      , BRAND_P ,       12 ,     520000 ,
,  1612378 , 2019-01-01 00:00:00 ,       17470 , Jakarta Pusat    , DKI Jakarta        , P0117      , BRAND_A ,        4 ,    2795000 ,
,  1612381 , 2019-01-01 00:00:00 ,       17616 , Surabaya         , Jawa Timur         , P4009      , BRAND_W ,      128 ,     904000 ,
,  1612384 , 2019-01-01 00:00:00 ,       15649 , Malang           , Jawa Timur         , P0784      , BRAND_C ,      120 ,    1500000 ,
,  1612387 , 2019-01-01 00:00:00 ,       17228 , Bogor            , Jawa Barat         , P0449      , BRAND_B ,        6 ,    1325000 ,
,  1612387 , 2019-01-01 00:00:00 ,       17228 , Bogor            , Jawa Barat         , P2881      , BRAND_R ,        6 ,    1325000 ,
,  1612387 , 2019-01-01 00:00:00 ,       17228 , Bogor            , Jawa Barat         , P2594      , BRAND_P ,       10 ,    1325000 ,
,  1612387 , 2019-01-01 00:00:00 ,       17228 , Bogor            , Jawa Barat         , P1600      , BRAND_G ,        4 ,    1325000 ,
,  1612387 , 2019-01-01 00:00:00 ,       17228 , Bogor            , Jawa Barat         , P2086      , BRAND_L ,        4 ,     590000 ,
,  1612387 , 2019-01-01 00:00:00 ,       17228 , Bogor            , Jawa Barat         , P2103      , BRAND_L ,        6 ,     590000 ,
,  1612387 , 2019-01-01 00:00:00 ,       17228 , Bogor            , Jawa Barat         , P2089      , BRAND_L ,        6 ,     590000 ,
,  1612387 , 2019-01-01 00:00:00 ,       17228 , Bogor            , Jawa Barat         , P0515      , BRAND_B ,        5 ,     590000 ,
,  1612387 , 2019-01-01 00:00:00 ,       17228 , Bogor            , Jawa Barat         , P0535      , BRAND_B ,        6 ,     590000 ,
,  1612387 , 2019-01-01 00:00:00 ,       17228 , Bogor            , Jawa Barat         , P0029      , BRAND_A ,       12 ,     310000 ,
,  1612387 , 2019-01-01 00:00:00 ,       17228 , Bogor            , Jawa Barat         , P3362      , BRAND_S ,       12 ,     310000 ,
,  1612387 , 2019-01-01 00:00:00 ,       17228 , Bogor            , Jawa Barat         , P3409      , BRAND_S ,       12 ,     310000 ,
,  1612390 , 2019-01-01 00:00:00 ,       12681 , Makassar         , Sulawesi Selatan   , P1867      , BRAND_J ,       12 ,     520000 ,
,  1612390 , 2019-01-01 00:00:00 ,       12681 , Makassar         , Sulawesi Selatan   , P3388      , BRAND_S ,       10 ,     450000 ,
,  1612390 , 2019-01-01 00:00:00 ,       12681 , Makassar         , Sulawesi Selatan   , P3082      , BRAND_R ,       18 ,    1045000 ,
,  1612390 , 2019-01-01 00:00:00 ,       12681 , Makassar         , Sulawesi Selatan   , P3354      , BRAND_S ,       24 ,     450000 ,
,  1612390 , 2019-01-01 00:00:00 ,       12681 , Makassar         , Sulawesi Selatan   , P3357      , BRAND_S ,       24 ,     450000 ,
,  1612390 , 2019-01-01 00:00:00 ,       12681 , Makassar         , Sulawesi Selatan   , P0422      , BRAND_B ,        4 ,    1325000 ,
,  1612390 , 2019-01-01 00:00:00 ,       12681 , Makassar         , Sulawesi Selatan   , P2868      , BRAND_R ,        6 ,     904000 ,
,  1612390 , 2019-01-01 00:00:00 ,       12681 , Makassar         , Sulawesi Selatan   , P3039      , BRAND_R ,       12 ,     159000 ,
,  1612390 , 2019-01-01 00:00:00 ,       12681 , Makassar         , Sulawesi Selatan   , P3694      , BRAND_T ,       12 ,     159000 ,
,  1612390 , 2019-01-01 00:00:00 ,       12681 , Makassar         , Sulawesi Selatan   , P1279      , BRAND_F ,       12 ,     159000 ,
,  1612390 , 2019-01-01 00:00:00 ,       12681 , Makassar         , Sulawesi Selatan   , P0563      , BRAND_B ,        4 ,    2095000 ,
,  1612390 , 2019-01-01 00:00:00 ,       12681 , Makassar         , Sulawesi Selatan   , P2926      , BRAND_R ,       16 ,     310000 ,
,  1612390 , 2019-01-01 00:00:00 ,       12681 , Makassar         , Sulawesi Selatan   , P1830      , BRAND_I ,        2 ,    2987000 ,
,  1612390 , 2019-01-01 00:00:00 ,       12681 , Makassar         , Sulawesi Selatan   , P2106      , BRAND_L ,        6 ,     904000 ,
,  1612390 , 2019-01-01 00:00:00 ,       12681 , Makassar         , Sulawesi Selatan   , P3635      , BRAND_S ,        6 ,     904000 ,
,  1612390 , 2019-01-01 00:00:00 ,       12681 , Makassar         , Sulawesi Selatan   , P3562      , BRAND_S ,       12 ,     310000 ,
,  1612390 , 2019-01-01 00:00:00 ,       12681 , Makassar         , Sulawesi Selatan   , P0359      , BRAND_B ,       12 ,     310000 ,
,  1612390 , 2019-01-01 00:00:00 ,       12681 , Makassar         , Sulawesi Selatan   , P4086      , BRAND_W ,       10 ,     310000 ,
,  1612390 , 2019-01-01 00:00:00 ,       12681 , Makassar         , Sulawesi Selatan   , P4084      , BRAND_W ,       12 ,     310000 ,
,  1612390 , 2019-01-01 00:00:00 ,       12681 , Makassar         , Sulawesi Selatan   , P2764      , BRAND_P ,       12 ,     590000 ,
,  1612390 , 2019-01-01 00:00:00 ,       12681 , Makassar         , Sulawesi Selatan   , P2445      , BRAND_P ,       24 ,     205000 ,
,  1612390 , 2019-01-01 00:00:00 ,       12681 , Makassar         , Sulawesi Selatan   , P2360      , BRAND_O ,       24 ,    1045000 ,
,  1612390 , 2019-01-01 00:00:00 ,       12681 , Makassar         , Sulawesi Selatan   , P2359      , BRAND_O ,       18 ,    1045000 ,
,  1612390 , 2019-01-01 00:00:00 ,       12681 , Makassar         , Sulawesi Selatan   , P0881      , BRAND_C ,       18 ,     904000 ,
,  1612390 , 2019-01-01 00:00:00 ,       12681 , Makassar         , Sulawesi Selatan   , P0882      , BRAND_C ,       12 ,     904000 ,
,  1612390 , 2019-01-01 00:00:00 ,       12681 , Makassar         , Sulawesi Selatan   , P3685      , BRAND_T ,        4 ,    2987000 ,
,  1612390 , 2019-01-01 00:00:00 ,       12681 , Makassar         , Sulawesi Selatan   , P1115      , BRAND_D ,        2 ,    2795000 ,
,  1612390 , 2019-01-01 00:00:00 ,       12681 , Makassar         , Sulawesi Selatan   , P2925      , BRAND_R ,        6 ,    1150000 ,
,  1612390 , 2019-01-01 00:00:00 ,       12681 , Makassar         , Sulawesi Selatan   , P2708      , BRAND_P ,        6 ,    1150000 ,
,  1612390 , 2019-01-01 00:00:00 ,       12681 , Makassar         , Sulawesi Selatan   , P0575      , BRAND_B ,       25 ,     159000 ,
,  1612390 , 2019-01-01 00:00:00 ,       12681 , Makassar         , Sulawesi Selatan   , P1663      , BRAND_G ,       36 ,     747000 ,
,  1612390 , 2019-01-01 00:00:00 ,       12681 , Makassar         , Sulawesi Selatan   , P2169      , BRAND_M ,        6 ,    1045000 ,
,  1612390 , 2019-01-01 00:00:00 ,       12681 , Makassar         , Sulawesi Selatan   , P3350      , BRAND_S ,       12 ,     450000 ,
,  1612390 , 2019-01-01 00:00:00 ,       12681 , Makassar         , Sulawesi Selatan   , P2427      , BRAND_P ,       12 ,     310000 ,
,  1612390 , 2019-01-01 00:00:00 ,       12681 , Makassar         , Sulawesi Selatan   , P3689      , BRAND_T ,       36 ,     310000 ,
,  1612390 , 2019-01-01 00:00:00 ,       12681 , Makassar         , Sulawesi Selatan   , P2085      , BRAND_L ,       12 ,     310000 ,
,  1612390 , 2019-01-01 00:00:00 ,       12681 , Makassar         , Sulawesi Selatan   , P0656      , BRAND_C ,       12 ,     310000 ,
,  1612390 , 2019-01-01 00:00:00 ,       12681 , Makassar         , Sulawesi Selatan   , P3486      , BRAND_S ,       12 ,     310000 ,
,  1612390 , 2019-01-01 00:00:00 ,       12681 , Makassar         , Sulawesi Selatan   , P3243      , BRAND_S ,        6 ,    1045000 ,
,  1612390 , 2019-01-01 00:00:00 ,       12681 , Makassar         , Sulawesi Selatan   , P2960      , BRAND_R ,       72 ,     590000 ,
,  1612390 , 2019-01-01 00:00:00 ,       12681 , Makassar         , Sulawesi Selatan   , P2803      , BRAND_P ,        4 ,    6312000 ,
,  1612393 , 2019-01-01 00:00:00 ,       14907 , Jakarta Selatan  , DKI Jakarta        , P1656      , BRAND_G ,       16 ,    1325000 ,
,  1612393 , 2019-01-01 00:00:00 ,       14907 , Jakarta Selatan  , DKI Jakarta        , P0791      , BRAND_C ,        9 ,    1745000 ,
,  1612393 , 2019-01-01 00:00:00 ,       14907 , Jakarta Selatan  , DKI Jakarta        , P1805      , BRAND_H ,        8 ,    1395000 ,
,  1612393 , 2019-01-01 00:00:00 ,       14907 , Jakarta Selatan  , DKI Jakarta        , P0753      , BRAND_C ,        4 ,    1220000 ,
,  1612393 , 2019-01-01 00:00:00 ,       14907 , Jakarta Selatan  , DKI Jakarta        , P1285      , BRAND_F ,        6 ,    1045000 ,
,  1612393 , 2019-01-01 00:00:00 ,       14907 , Jakarta Selatan  , DKI Jakarta        , P2812      , BRAND_P ,       12 ,     450000 ,
,  1612393 , 2019-01-01 00:00:00 ,       14907 , Jakarta Selatan  , DKI Jakarta        , P1099      , BRAND_D ,        2 ,    2795000 ,
,  1612393 , 2019-01-01 00:00:00 ,       14907 , Jakarta Selatan  , DKI Jakarta        , P1114      , BRAND_D ,        2 ,    2795000 ,
,  1612393 , 2019-01-01 00:00:00 ,       14907 , Jakarta Selatan  , DKI Jakarta        , P1122      , BRAND_D ,        2 ,    2795000 ,
,  1612393 , 2019-01-01 00:00:00 ,       14907 , Jakarta Selatan  , DKI Jakarta        , P2807      , BRAND_P ,       12 ,     450000 ,
,  1612393 , 2019-01-01 00:00:00 ,       14907 , Jakarta Selatan  , DKI Jakarta        , P0255      , BRAND_A ,        8 ,     604000 ,
,  1612393 , 2019-01-01 00:00:00 ,       14907 , Jakarta Selatan  , DKI Jakarta        , P1303      , BRAND_F ,       12 ,     520000 ,
,  1612393 , 2019-01-01 00:00:00 ,       14907 , Jakarta Selatan  , DKI Jakarta        , P1301      , BRAND_F ,       12 ,     747000 ,
,  1612393 , 2019-01-01 00:00:00 ,       14907 , Jakarta Selatan  , DKI Jakarta        , P1307      , BRAND_F ,        4 ,    1325000 ,
,  1612393 , 2019-01-01 00:00:00 ,       14907 , Jakarta Selatan  , DKI Jakarta        , P1306      , BRAND_F ,        4 ,    1325000 ,
,  1612393 , 2019-01-01 00:00:00 ,       14907 , Jakarta Selatan  , DKI Jakarta        , P3747      , BRAND_T ,       12 ,     450000 ,
,  1612393 , 2019-01-01 00:00:00 ,       14907 , Jakarta Selatan  , DKI Jakarta        , P1304      , BRAND_F ,        8 ,    1500000 ,
,  1612393 , 2019-01-01 00:00:00 ,       14907 , Jakarta Selatan  , DKI Jakarta        , P3907      , BRAND_V ,       12 ,     310000 ,
,  1612393 , 2019-01-01 00:00:00 ,       14907 , Jakarta Selatan  , DKI Jakarta        , P1310      , BRAND_F ,        6 ,    1045000 ,
,  1612393 , 2019-01-01 00:00:00 ,       14907 , Jakarta Selatan  , DKI Jakarta        , P1308      , BRAND_F ,        6 ,    1045000 ,
,  1612393 , 2019-01-01 00:00:00 ,       14907 , Jakarta Selatan  , DKI Jakarta        , P1320      , BRAND_F ,        4 ,    1325000 ,
,  1612393 , 2019-01-01 00:00:00 ,       14907 , Jakarta Selatan  , DKI Jakarta        , P3421      , BRAND_S ,        6 ,    1185000 ,
,  1612393 , 2019-01-01 00:00:00 ,       14907 , Jakarta Selatan  , DKI Jakarta        , P1318      , BRAND_F ,        4 ,    1325000 ,
,  1612393 , 2019-01-01 00:00:00 ,       14907 , Jakarta Selatan  , DKI Jakarta        , P2895      , BRAND_R ,        4 ,    1325000 ,
,  1612393 , 2019-01-01 00:00:00 ,       14907 , Jakarta Selatan  , DKI Jakarta        , P2430      , BRAND_P ,       12 ,     450000 ,
,  1612393 , 2019-01-01 00:00:00 ,       14907 , Jakarta Selatan  , DKI Jakarta        , P1684      , BRAND_H ,       24 ,     747000 ,
,  1612393 , 2019-01-01 00:00:00 ,       14907 , Jakarta Selatan  , DKI Jakarta        , P1680      , BRAND_H ,       15 ,     747000 ,
,  1612393 , 2019-01-01 00:00:00 ,       14907 , Jakarta Selatan  , DKI Jakarta        , P1945      , BRAND_K ,        8 ,    1325000 ,
,  1612396 , 2019-01-01 00:00:00 ,       17735 , Malang           , Jawa Timur         , P1303      , BRAND_F ,       12 ,     520000 ,
,  1612396 , 2019-01-01 00:00:00 ,       17735 , Malang           , Jawa Timur         , P3249      , BRAND_S ,       12 ,     747000 ,
,  1612396 , 2019-01-01 00:00:00 ,       17735 , Malang           , Jawa Timur         , P2672      , BRAND_P ,       12 ,     590000 ,
,  1612396 , 2019-01-01 00:00:00 ,       17735 , Malang           , Jawa Timur         , P1741      , BRAND_H ,        6 ,    1045000 ,
,  1612396 , 2019-01-01 00:00:00 ,       17735 , Malang           , Jawa Timur         , P2866      , BRAND_R ,        6 ,    1045000 ,
,  1612396 , 2019-01-01 00:00:00 ,       17735 , Malang           , Jawa Timur         , P1402      , BRAND_F ,        6 ,     695000 ,
,  1612396 , 2019-01-01 00:00:00 ,       17735 , Malang           , Jawa Timur         , P3082      , BRAND_R ,        6 ,    1045000 ,
,  1612396 , 2019-01-01 00:00:00 ,       17735 , Malang           , Jawa Timur         , P3080      , BRAND_R ,        6 ,    1045000 ,
,  1612396 , 2019-01-01 00:00:00 ,       17735 , Malang           , Jawa Timur         , P0132      , BRAND_A ,       24 ,     205000 ,
,  1612396 , 2019-01-01 00:00:00 ,       17735 , Malang           , Jawa Timur         , P2761      , BRAND_P ,       12 ,     590000 ,
,  1612396 , 2019-01-01 00:00:00 ,       17735 , Malang           , Jawa Timur         , P2097      , BRAND_L ,       10 ,     590000 ,
,  1612396 , 2019-01-01 00:00:00 ,       17735 , Malang           , Jawa Timur         , P2086      , BRAND_L ,       10 ,     590000 ,
,  1612396 , 2019-01-01 00:00:00 ,       17735 , Malang           , Jawa Timur         , P1679      , BRAND_H ,       12 ,     747000 ,
,  1612396 , 2019-01-01 00:00:00 ,       17735 , Malang           , Jawa Timur         , P1685      , BRAND_H ,       12 ,     747000 ,
,  1612396 , 2019-01-01 00:00:00 ,       17735 , Malang           , Jawa Timur         , P1684      , BRAND_H ,       12 ,     747000 ,
,  1612396 , 2019-01-01 00:00:00 ,       17735 , Malang           , Jawa Timur         , P1805      , BRAND_H ,        4 ,    1395000 ,
,  1612396 , 2019-01-01 00:00:00 ,       17735 , Malang           , Jawa Timur         , P3006      , BRAND_R ,        6 ,    1745000 ,
,  1612396 , 2019-01-01 00:00:00 ,       17735 , Malang           , Jawa Timur         , P0791      , BRAND_C ,        3 ,    1745000 ,
,  1612396 , 2019-01-01 00:00:00 ,       17735 , Malang           , Jawa Timur         , P3699      , BRAND_T ,       10 ,     450000 ,
,  1612396 , 2019-01-01 00:00:00 ,       17735 , Malang           , Jawa Timur         , P2098      , BRAND_L ,       10 ,     590000 ,
,  1612396 , 2019-01-01 00:00:00 ,       17735 , Malang           , Jawa Timur         , P3692      , BRAND_T ,       15 ,    1500000 ,
,  1612396 , 2019-01-01 00:00:00 ,       17735 , Malang           , Jawa Timur         , P2987      , BRAND_R ,       12 ,     450000 ,
,  1612402 , 2019-01-01 00:00:00 ,       16059 , Jakarta Utara    , DKI Jakarta        , P2900      , BRAND_R ,        2 ,    1045000 ,
,  1612402 , 2019-01-01 00:00:00 ,       16059 , Jakarta Utara    , DKI Jakarta        , P1683      , BRAND_H ,        5 ,     747000 ,
,  1612402 , 2019-01-01 00:00:00 ,       16059 , Jakarta Utara    , DKI Jakarta        , P1685      , BRAND_H ,        3 ,     747000 ,
,  1612402 , 2019-01-01 00:00:00 ,       16059 , Jakarta Utara    , DKI Jakarta        , P1678      , BRAND_H ,        2 ,     747000 ,
,  1612402 , 2019-01-01 00:00:00 ,       16059 , Jakarta Utara    , DKI Jakarta        , P1679      , BRAND_H ,        5 ,     747000 ,
,  1612402 , 2019-01-01 00:00:00 ,       16059 , Jakarta Utara    , DKI Jakarta        , P1805      , BRAND_H ,        4 ,    1395000 ,
,  1612402 , 2019-01-01 00:00:00 ,       16059 , Jakarta Utara    , DKI Jakarta        , P1802      , BRAND_H ,        2 ,    1640000 ,
,  1612402 , 2019-01-01 00:00:00 ,       16059 , Jakarta Utara    , DKI Jakarta        , P4195      , BRAND_Z ,        2 ,     450000 ,
